root;features;query_products_count;first_product_decada_profit;ten_product_decada_profit;products_with_sales;avg_price_prev_period;avg_price_period;profit_prev_period;profit_period;sellers;sellers_with_sales;sales_period
хороший;хороший;111;42951;3330;32;348;362;72717;95185;31;8;210
песня;детский;16;3318;510;11;624;527;52269;10885;5;5;35
проектор;звёздный,лазерный,уличный;10;258889375;0;4;1279;941;10395942;259407697;8;3;252972
микроскоп;детский,школьный;111;24297570;190785;58;1668;1613;1930077;29000983;42;29;13122
проектор;звёздный,лазерный;207;258889375;108224;109;1228;1173;14569738;266381976;104;56;256166
проектор;музыкальный;202;967701;63504;68;868;956;988846;2332634;91;42;2339
диско;лазерный;43;327816;25116;22;503;514;973827;1430414;28;14;4543
дискошар;лазерный,светодиодный;12;679496;0;7;734;592;407206;980006;8;5;1486
очки;виртуальный;296;1764522;209286;116;2875;3017;15729559;12001285;105;46;5683
подсветка;лазерный,уличный;22;1133814;24426;17;3273;3609;684461;2058931;6;4;1251
проектор;лазерный,новогодний;131;1168992;55427;57;980;1083;6730163;3753353;62;35;2957
проектор;лазерный,новогодний,уличный;25;1190221;6370;17;1350;1646;6236224;1754458;17;13;1213
диско;музыкальный;59;640332;15571;31;731;844;584656;1413695;32;22;1957
набор;предметный;36;351576;0;9;397;569;146677;452077;19;5;928
телескоп;астрономический;49;3436690;60520;36;11524;12818;2897527;9050609;22;14;1302
дискошар;светодиодный;70;679496;128106;40;566;534;991648;1500458;34;20;2291
очки;виртуальный,игровой;12;652598;0;6;1432;537;463760;1093555;8;4;1152
wi;чёрный;10;2837545;0;7;3285;4967;402014;4978358;5;4;1330
роутер;белый;108;983790;342216;58;2938;2588;1988142;11657829;13;8;5036
роутер;чёрный;75;1984364;452170;47;4597;5335;2606648;13447023;13;9;2999
роутер;белый,беспроводный;28;346329;303408;17;1575;1908;1036418;3519598;6;3;2170
маршрутизатор;беспроводной;51;687758;6588;24;3860;3976;171765;1169244;10;7;641
wi;белый;16;424225;0;6;5010;1600;409733;562952;7;4;451
роутер;беспроводной;54;313140;17820;25;5832;4767;734628;2228494;14;10;1218
усилитель;сотовый;268;1077475;138414;110;11452;9188;3637553;5912541;75;37;994
роутер;беспроводный;143;346329;342216;89;3754;4216;6660005;21093716;18;12;6407
час;женский,мужской,наручный,умный;69;9200000;0;7;1660;1781;674761;9759263;13;3;5368
фитнес;чёрный;22;4754560;0;8;1593;1218;30520;4853353;14;7;3552
фитнес;женский,мужской,умный;105;3200192;138040;56;1382;1487;6268165;13829472;33;15;7506
биркодержатель;верёвочный;35;21300825;264;13;396;388;23891197;538767;6;4;1430
вес;электронный;202;77600000;499;10;748;562;80607294;78640039;115;6;41007
весы;весы,напольный,электронный;59;10873350;0;3;1006;477;11247674;0;17;2;0
вес;напольный,электронный;14;2000000;0;2;482;680;2014980;0;9;1;0
вес;магазинный;10;3420000;0;1;2232;591;3424210;0;6;1;0
биркодержатели;верёвочный;24;312960;792;11;305;264;1350599;384207;12;4;1213
лампа;закатный;11;881450;0;4;1405;1429;176122;690241;6;4;1302
видеокамера;уличный;24;1736378;4645;10;2612;2024;797716;1837525;19;8;1050
камера;настенный;10;15429984;0;6;2185;2111;169429;19334755;8;4;11106
лампа;умный;163;405260;4836;54;1287;1555;213680;1323642;58;22;1365
трубка;координатный;53;285208;21798;34;849;1010;155859;676730;13;10;1049
камера;купольный;115;507458;9424;30;5824;3492;273624;1793644;22;10;1038
светильник;настольный,сенсорный;55;299484;437;14;489;536;228898;485924;26;11;689
электросамокат;чёрный;27;24079000;0;7;22185;17699;24220939;647700;7;4;31
гироскутер;детский;50;1274000;44580;24;7055;6690;2874590;682493;13;4;81
электромобиль;красный;22;1661580;0;8;10957;10082;308628;3281390;11;4;241
фингерборд;пальчиковый;86;7138080;17901;31;263;309;8440283;397534;32;9;512
игрушка;сиреноголовый;145;6578370;10890;47;359;423;48161;7220663;60;15;8549
игрушка;интерактивный,танцующий;137;556000;22620;40;473;629;290474;1700759;63;25;2164
кактус;музыкальный,танцующий;58;850000;1860;14;779;773;20102;1462234;34;11;1667
игрушка;чёрный;133;1891107;4590;29;675;798;184734;2422173;73;23;1437
машина;гоночный;194;3005856;31076;61;1114;1330;113705;3550545;81;36;1579
слайм;сам;44;512793;66300;22;493;790;903763;2597445;19;11;2828
лопатка;деревянный;210;27427375;9312;75;468;357;224752;54817710;88;39;130119
набор;песочный,радужный;17;35945995;0;2;466;505;2576;35946174;8;2;64536
набор;бесконечный;17;25168650;0;2;692;688;431;25168650;8;2;64535
рыбалка;магнитный;300;799200;250879;89;326;372;1654691;4895638;136;47;6473
лопатка;детский,пластиковый;21;306079;370;10;238;305;294858;1151671;7;4;3687
палатка;детский,игровой,цирковой;13;4881470;0;2;2713;2089;9236;4888397;9;2;998
игра;водный;294;495500;2408;31;415;513;17142;592318;30;10;1249
сувенир;деревянный;280;570816;3612;37;46;57;62647;653412;28;10;1252
набор;детский,пластиковый;35;302702;0;4;912;928;1299;279609;20;3;992
комплекс;спортивный;267;207614880;70146;42;5853;7063;566972356;1267019;60;20;289
домик;игровой,картонный;46;3891052;422751;29;1349;1458;18141369;22959996;16;8;16285
домик;картонный;135;3891052;471504;79;853;965;19817245;34996226;44;25;29985
комплекс;детский,игровой;52;3294441;2695;17;1682;1893;621090;4837096;27;10;1583
домик;детский,игровой,игровой;292;1012152;67555;116;3124;3451;2700154;3888538;89;38;2425
горка;детский;173;18417534;82752;57;4086;4141;19278810;4048032;48;15;899
домик;детский,игровой;292;1012152;67555;116;3124;3451;2700154;3888538;89;38;2425
игрушка;деревянный,детский,игрушечный;23;5474520;1375;12;847;846;6175294;152310;7;5;140
аквамозаика;игровой;11;1046656;0;3;216;612;260457;895441;6;3;1139
собачка;плюшевый;30;4798197;12072;20;2024;2419;158457;5335678;12;7;1228
игрушка;ролевый;20;831300;0;6;1473;1424;855801;45095;16;6;54
волчок;пусковой;31;369474;527;10;352;311;796025;1622817;9;4;1638
набор;баскетбольный;30;1342656;0;9;1159;1470;33969;1286482;17;8;903
меч;деревянный,деревянный,игрушечный;38;55634970;393;12;274;339;55742513;162868;17;7;261
маска;световой;12;63359774;0;4;400;570;292392632;16300;7;3;20
бластер;гелевый;14;10931578;0;1;539;1253;5941075;0;7;1;0
пистолет;пластиковый,пневматический;75;2781216;0;5;1507;1272;8529;4848558;8;2;1006
пистолет;деревянный;201;1140831;137459;91;456;488;3394813;5202812;50;19;3302
штык;деревянный;53;657685;6596;24;389;371;726497;730527;11;5;794
пистолет;водный,детский;186;426556;2624;23;176;178;403903;225369;58;17;451
пистолет;водный,синий;14;450826;0;2;291;300;1032;426415;8;1;535
лук;игрушечный;56;273834;4640;21;428;656;301579;1187249;21;13;1133
автомат;пневматический;275;383838;36820;85;531;602;1013282;1255875;70;22;1051
машинка;детский,машинка,музыкальный,прозрачный;10;1824300;0;8;446;762;462569;1747996;2;2;3935
самолёт;детский;63;2684000;7721;22;573;591;7978;9449283;39;12;12120
машинка;музыкальный;100;1824300;14175;32;496;591;2218076;3250370;59;19;7394
машинка;детский,прозрачный;32;1824300;13375;20;429;550;1012146;2880272;15;7;6802
машинка;игрушечный;275;11472087;99958;109;1028;976;10956318;12868806;99;38;5745
машинка;прозрачный;104;1824300;40486;48;399;470;1395667;4049649;57;24;9632
игрушка;инерционный;113;347222;888;29;388;497;256391;1017325;51;14;3822
дорога;детский,железный;193;891135;292268;115;1522;1633;3240318;9126499;87;53;4303
машина;металлический;296;1122750;12972;80;519;508;411818;1839600;67;25;2829
паровоз;магнитный;10;376110;0;5;322;290;88604;593530;5;4;1492
машина;детский;180;2306739;74620;72;6180;6070;2911034;4954077;71;32;1416
трактор;синий;142;1516437;11220;61;457;668;2970360;2291936;42;22;2756
машинка;полицейский;87;1294048;23740;37;791;913;358532;1577515;47;19;1741
набор;трюковый;16;511094;531;10;628;563;274470;812518;5;2;1625
дрифт;детский;17;970466;2658;11;2211;2414;972781;2528065;5;4;1888
машинка;интерактивный,реактивный;12;540923;6552;12;774;756;235392;743501;3;3;946
коврик;водный;165;4395215;253539;93;402;406;2338721;8723474;76;38;12058
коврик;водный,игровой;36;1128819;6732;22;334;347;1245632;1440935;26;14;3591
набор;сенсорный;54;961727;7128;17;450;468;555871;1213261;35;14;3279
игрушка;ванный,детский,резиновый;10;707588;0;6;421;597;177714;1198551;6;4;2189
раскраска;водный,волшебный;15;467089;0;3;123;104;323600;715108;3;1;1626
мячик;сенсорный,тактильный;46;376618;3024;17;577;518;48579;559451;33;15;1627
коврик;водный,детский,игровой;19;699000;2520;11;335;312;825555;227938;14;7;499
акваковрик;детский,игровой;37;354240;945;15;672;752;163914;356925;7;6;764
набор;водяной,игрушечный;33;220101;6440;23;249;236;1596;569516;1;1;2399
игрушка;водный;229;445248;10528;73;658;894;330222;1157855;81;31;1405
игрушка;пальчиковый;76;186732;13752;39;685;679;212333;689779;21;8;1283
игрушка;пенный;14;380742;0;8;467;542;105793;424154;12;7;634
генератор;пенный;29;363888;1300;12;764;810;271556;534803;17;9;623
игрушка;музыкальный,синий;50;117964800;1404;11;896;976;118258156;104231;21;7;168
рамка;деревянный;102;3779100;0;9;53;76;3783148;6537;48;7;18
хаги;интерактивный;12;4199300;0;8;400;436;79175;8450157;1;1;12109
кактус;танцующий;237;3105928;117448;66;693;611;5257389;4705704;117;28;7419
фото;детский,цифровой;13;18724000;0;9;1155;1068;0;18737788;4;3;4012
машинка;антигравитационный;57;16784000;879;16;1134;1950;6915;32539562;26;11;8086
собака;интерактивный;121;12014640;190452;47;1764;2375;1974299;16665363;54;22;4361
машинка;интерактивный;86;1275242;78400;44;493;531;1086368;3327728;42;14;4533
игрушка;интерактивный,музыкальный,умный;62;2436473;145684;31;1102;1391;3508489;9382833;19;8;5219
руль;детский;59;1194193;2636;17;684;651;51466;1521502;39;13;1360
коврик;детский,игровой;172;699000;32734;56;557;637;1037305;4887985;69;24;1784
телефон;игрушечный;40;735264;1578;14;343;400;17533;1484571;14;6;1166
песок;изумрудный,кинетический;13;2036124;0;5;415;444;28733;2074420;7;4;4536
песок;кинетический,розовый;47;1920000;878;14;1654;2013;142029;2005590;15;10;4150
песок;кинетический,синий;11;1826361;0;5;845;1048;23892;1877099;9;4;4099
песок;классический,космический;13;7983450;0;7;1212;1295;11098;13236981;5;3;8281
пластилин;кинетический;22;1254008;0;7;206;198;25675;2900998;6;4;8195
песок;умный;50;2079987;33028;33;627;634;801185;4204878;12;7;5443
песок;жёлтый,космический;11;2437425;0;6;1235;1195;14328;2508649;6;4;1079
песок;кинетический,морской;11;342312;0;7;560;614;444229;99243;7;5;162
песок;кинетический,умный;45;2079987;7488;29;656;637;445744;2857128;12;7;2948
песок;кинетический,оранжевый;15;306240;0;3;308;304;4452;322763;8;3;683
песок;кинетический,песочный;35;112563;0;7;1146;1619;102095;233955;9;5;558
песок;кварцевый,кинетический;157;123750;54520;64;838;815;424256;1567553;15;8;2400
песок;кинетический,классический;15;233928;0;2;683;712;2292;242635;9;2;180
песок;кварцевый,кинетический,цветной;38;48544;4136;27;548;555;82305;235503;6;4;450
песок;детский;41;47125;12710;35;314;317;99894;279911;10;7;868
песок;радужный;44;56580;554;13;259;415;51702;127486;8;4;306
песок;игровой,кинетический;15;78324;0;8;1000;1004;57736;117933;6;4;161
конструктор;строительный;129;1250369;59220;47;1679;2432;561229;2593339;57;27;4658
конструктор;детский,магнитный;180;4794066;199018;101;1289;1546;4652750;13428716;63;39;7534
игрушка;детский,магнитный;45;4209660;43640;19;1157;936;2298445;7928948;19;8;3997
конструктор;зимний;55;1250970;11508;17;1423;2311;30783;1328810;26;10;1154
конструктор;часовой;36;4415823;0;3;4566;5248;0;4470899;13;2;1115
мешок;детский;293;849261;5040;66;240;226;308685;816782;59;21;1126
станция;пожарный;23;2751486;27664;14;1212;2974;360627;3719369;18;12;1364
война;звёздный;194;3870900;24720;53;819;834;251965;9632648;41;12;2244
подарок;магнитный;15;932688;0;9;449;850;140201;856993;10;6;821
конструктор;деревянный,игровой;12;1388376;1683;10;1125;1319;639367;1606774;9;7;1021
конструктор;карибский;83;48479694;16424;29;2711;3379;136355;73128667;22;9;15186
конструктор;арктический;96;2388386;27135;20;1964;1793;1078557;3245560;30;11;1216
конструктор;больший;167;3697000;92055;49;1978;2465;404613;5502415;57;23;1558
конструктор;чёрный;101;4980000;3111;23;649;1292;82029;5127248;43;12;1074
конструктор;подводный;59;894750;2674;16;1161;1948;424349;3251366;32;12;654
